word,percentage_known,Prevalence,concreteness,AoA,valence,arousal,dominance
apprehension,1.00,2.34,1.68,12.00,4.15,4.23,5.07
apprehensive,1.00,2.44,1.97,14.00,3.32,4.77,4.64
apprentice,1.00,2.33,3.67,8.00,5.95,3.59,5.05
approach,1.00,2.42,2.74,4.00,5.45,4.48,6.03
appropriate,1.00,2.58,2.00,8.00,6.10,4.04,5.00
approval,1.00,2.43,2.33,6.00,6.75,3.52,6.63
approve,0.99,2.31,1.85,6.00,7.00,4.09,7.26
approximate,1.00,2.34,2.03,8.00,5.26,3.82,4.95
apricot,0.99,2.19,4.97,4.00,5.95,4.29,5.94
apron,1.00,2.44,4.87,2.00,5.80,2.90,5.28
apt,0.98,1.94,1.78,6.00,5.64,4.05,5.95
aptitude,0.99,2.11,1.54,10.00,5.95,4.55,5.45
aqua,0.99,2.08,3.66,6.00,6.50,3.60,4.82
aquamarine,0.99,2.33,4.43,13.00,6.40,3.90,4.95
aquarium,0.99,2.26,4.77,2.00,6.43,4.30,6.14
aquatic,0.99,2.19,3.44,10.00,6.80,3.58,4.53
arbitrary,0.98,2.04,1.62,13.00,4.15,4.55,4.77
arbitration,0.96,1.66,2.00,12.00,4.09,4.41,4.19
arcade,1.00,2.58,4.74,13.00,6.45,6.10,6.81
arch,0.99,2.18,4.59,6.00,5.80,3.15,5.45
archaeological,0.99,2.25,2.67,12.00,6.05,4.52,5.18
archaeology,1.00,2.34,3.08,8.00,6.10,3.86,5.26
archaic,0.94,1.52,2.23,14.00,4.50,4.38,4.62
archangel,0.97,1.76,2.93,14.00,7.27,4.19,4.79
archbishop,0.98,1.89,4.14,6.00,4.71,3.78,4.73
archduke,0.94,1.56,3.93,8.00,4.15,3.56,5.73
archery,1.00,2.34,3.93,8.00,5.25,4.39,5.73
architect,1.00,2.43,3.74,6.00,6.21,3.25,6.05
architectural,0.99,2.27,3.14,8.00,6.32,4.05,5.18
architecture,0.99,2.32,3.59,4.00,6.05,4.39,5.67
archive,1.00,2.43,3.58,12.00,4.81,4.18,5.24
arctic,0.99,2.23,3.00,4.00,4.45,3.88,5.00
ardent,0.90,1.28,1.64,13.00,4.95,4.62,5.32
area,1.00,2.44,3.72,2.00,5.56,2.19,5.06
arena,0.99,2.08,4.83,4.00,5.75,4.23,6.04
argue,1.00,2.33,2.75,4.00,3.15,6.67,4.77
argument,0.99,2.25,2.85,4.00,2.62,5.22,5.65
argumentative,0.99,2.19,2.36,8.00,3.20,5.61,4.00
arise,1.00,2.58,3.17,2.00,6.17,4.76,5.87
aristocracy,0.99,2.10,2.97,10.00,5.21,4.15,5.08
aristocrat,1.00,2.43,3.76,8.00,4.28,3.60,4.94
aristocratic,1.00,2.33,2.42,10.00,5.79,3.18,4.43
arithmetic,0.96,1.72,2.74,2.00,4.95,4.00,5.54
ark,0.99,2.26,4.67,4.00,6.15,3.52,5.88
arm,0.99,2.26,4.96,2.00,5.44,3.44,6.02
armada,0.90,1.26,4.04,10.00,4.60,3.29,5.60
armchair,1.00,2.44,5.00,2.00,5.67,2.75,5.79
armor,0.96,1.72,4.76,4.00,6.10,3.29,6.30
armored,0.98,1.91,3.59,4.00,5.67,3.52,5.70
armory,0.96,1.70,4.36,6.00,5.25,4.48,5.74
armpit,1.00,2.35,4.80,8.00,4.10,3.57,5.24
army,1.00,2.43,4.70,2.00,4.65,4.49,4.65
aroma,0.99,2.24,3.67,8.00,7.65,4.35,6.06
arouse,1.00,2.44,2.85,6.00,6.67,6.21,6.10
arraignment,0.86,1.05,2.58,12.00,3.91,4.60,5.33
arrange,0.99,2.26,2.79,2.00,5.15,3.57,6.71
arrangement,0.99,2.23,2.30,4.00,5.71,3.00,5.50
array,0.98,1.96,2.54,10.00,5.90,3.71,5.62
arrest,0.99,2.23,3.93,4.00,2.33,6.86,3.11
arrhythmia,0.85,1.03,2.96,14.00,3.86,4.95,4.25
arrival,1.00,2.58,3.07,4.00,6.67,3.60,6.53
arrive,0.99,2.23,3.22,2.00,6.41,5.00,6.84
arrogance,0.99,2.17,1.74,10.00,2.55,4.65,5.00
arrogant,0.99,2.26,2.07,10.00,2.52,5.15,4.64
arrow,1.00,2.34,4.97,2.00,5.24,3.91,5.53
arsenal,0.98,2.01,3.86,12.00,4.45,5.48,5.25
arsenic,0.99,2.14,4.29,12.00,3.00,4.70,3.46
arson,0.98,1.98,3.66,10.00,2.26,5.41,3.78
arsonist,0.98,1.95,3.96,10.00,2.50,6.95,3.42
art,1.00,2.44,4.17,2.00,6.85,4.48,6.02
artery,0.96,1.66,4.48,6.00,4.29,4.09,4.78
arthritis,0.99,2.08,3.50,6.00,2.32,4.27,2.63
artichoke,1.00,2.34,4.63,13.00,5.30,3.50,5.48
article,1.00,2.43,4.33,4.00,5.68,3.50,5.68
articulate,0.99,2.20,2.20,12.00,6.55,4.27,6.89
artifact,0.99,2.11,4.50,12.00,6.20,4.95,5.73
artificial,1.00,2.44,2.93,4.00,3.86,4.17,4.55
artillery,0.99,2.08,4.31,6.00,4.10,4.56,4.64
artist,1.00,2.44,4.24,2.00,6.76,4.10,6.95
artistic,0.99,2.32,2.14,4.00,7.00,5.00,6.86
artistry,0.99,2.19,2.00,8.00,6.91,4.71,7.43
asbestos,0.97,1.79,4.52,8.00,2.24,4.38,3.05
ascend,1.00,2.35,2.66,8.00,6.19,4.13,5.58
ascendant,0.96,1.69,2.24,12.00,5.29,3.23,5.78
ascension,0.96,1.71,2.37,12.00,5.77,5.36,5.45
ascertain,0.96,1.74,2.11,8.00,5.30,3.17,6.29
ashamed,1.00,2.44,1.74,4.00,2.52,5.65,4.63
ashtray,1.00,2.34,4.97,4.00,3.52,3.48,5.56
asinine,0.91,1.32,1.67,12.00,5.05,4.63,4.81
ask,1.00,2.43,2.52,2.00,5.95,3.48,6.29
asleep,1.00,2.33,3.71,2.00,6.50,2.00,4.33
asparagus,0.99,2.18,4.96,6.00,5.43,2.73,5.67
aspect,0.99,2.27,1.82,8.00,4.89,3.39,4.76
aspen,0.92,1.38,4.59,13.00,6.57,4.11,5.50
asphalt,0.98,2.01,4.83,8.00,4.46,3.20,4.62
asphyxiation,0.96,1.70,3.63,10.00,1.53,6.91,2.54
aspiration,1.00,2.58,1.81,8.00,6.26,5.00,5.94
aspire,0.99,2.16,1.53,8.00,6.43,3.68,6.85
aspirin,0.98,2.06,4.76,4.00,5.30,3.35,5.12
ass,0.99,2.27,4.67,2.00,5.45,5.43,3.61
assailant,0.98,2.03,3.96,10.00,3.24,5.70,3.00
assassin,1.00,2.44,4.43,6.00,2.11,5.82,3.36
assassinate,0.98,1.95,3.00,6.00,3.27,6.38,3.23
assassination,0.99,2.10,3.80,6.00,1.83,6.20,4.00
assault,1.00,2.43,3.41,6.00,2.05,6.80,3.49
assemble,1.00,2.43,3.67,6.00,5.14,3.52,6.28
assembly,1.00,2.43,3.79,6.00,5.47,3.95,4.82
assemblyman,0.91,1.32,3.74,13.00,5.00,3.12,5.21
assert,0.99,2.33,2.03,12.00,5.68,4.64,5.93
assertive,0.99,2.32,2.07,12.00,5.37,5.55,6.04
assess,0.98,1.95,2.26,10.00,5.84,3.45,5.21
assessment,0.99,2.31,2.11,8.00,5.22,2.75,5.44
assign,0.99,2.18,2.86,6.00,4.75,3.71,5.74
assignment,1.00,2.58,3.86,4.00,5.39,4.45,6.00
assimilate,0.96,1.65,2.17,14.00,4.63,4.15,5.15
assist,0.99,2.32,2.52,6.00,5.95,3.76,6.41
assistance,0.99,2.26,2.25,4.00,5.82,3.82,6.45
assistant,1.00,2.33,4.07,4.00,5.91,4.80,6.37
associate,1.00,2.43,3.41,6.00,5.20,3.11,4.88
association,1.00,2.33,2.30,6.00,5.50,3.67,6.14
assorted,0.99,2.24,3.15,6.00,5.82,3.52,5.41
assortment,1.00,2.44,2.50,4.00,5.64,3.88,5.79
assume,0.99,2.11,1.75,6.00,4.41,4.20,6.21
assumption,0.99,2.31,1.84,8.00,4.30,4.14,5.03
assurance,0.99,2.25,1.76,8.00,5.95,2.81,6.07
assure,1.00,2.58,2.43,6.00,6.33,3.10,6.52
asterisk,0.96,1.68,4.00,12.00,5.38,2.78,5.72
asteroid,1.00,2.34,4.86,6.00,4.95,5.60,3.68
asthma,1.00,2.44,3.71,8.00,2.45,4.50,3.54
astonish,0.99,2.24,1.70,6.00,5.55,5.38,6.00
astound,0.99,2.32,1.93,8.00,6.30,5.05,5.56
astral,0.79,0.79,2.26,12.00,5.32,5.13,5.26
astrology,1.00,2.58,2.48,8.00,4.79,4.18,4.67
astronaut,0.99,2.22,4.75,2.00,6.73,4.40,5.32
astronomical,1.00,2.44,2.92,10.00,6.37,5.00,5.14
astronomy,1.00,2.58,3.03,4.00,6.00,4.33,5.21
astute,0.95,1.64,1.85,12.00,6.22,3.16,6.00
asylum,0.99,2.20,4.41,8.00,3.24,5.55,3.52
atheist,1.00,2.33,2.93,12.00,4.64,4.76,5.41
athlete,0.99,2.15,4.30,4.00,6.21,4.75,5.96
athletic,1.00,2.34,2.69,4.00,6.76,5.00,6.11
athletics,1.00,2.58,3.65,4.00,6.14,4.93,6.15
atlas,1.00,2.58,4.79,2.00,5.95,2.50,5.70
atmosphere,1.00,2.44,3.04,4.00,6.05,4.00,4.86
atom,0.99,2.22,3.34,6.00,5.74,4.29,5.39
atomic,1.00,2.34,2.93,6.00,4.26,5.85,3.96
atone,0.95,1.59,1.88,13.00,5.60,4.00,5.65
atrocious,0.97,1.80,1.69,12.00,3.14,4.12,4.35
atrocity,0.95,1.60,2.15,10.00,2.95,5.00,2.96
atrophy,0.94,1.54,2.86,14.00,3.16,3.86,4.00
attach,0.99,2.32,3.33,4.00,5.26,3.81,4.70
attachment,0.99,2.24,3.04,4.00,6.00,2.96,6.32
attack,1.00,2.43,3.71,4.00,2.00,7.05,3.39
attain,0.98,1.98,2.18,10.00,5.85,3.11,7.08
attempt,1.00,2.34,2.22,6.00,6.00,4.94,5.67
attend,1.00,2.33,3.17,2.00,5.40,3.50,6.70
attendance,0.99,2.12,3.07,4.00,5.95,4.24,5.59
attendant,1.00,2.33,4.44,10.00,5.63,3.14,5.09
attention,1.00,2.58,2.30,2.00,6.68,4.05,6.47
attentive,0.99,2.24,1.78,8.00,6.43,4.37,6.62
attest,0.94,1.52,1.89,13.00,5.10,3.68,6.26
attire,1.00,2.44,4.47,12.00,6.16,3.95,5.78
attitude,1.00,2.43,1.97,6.00,4.72,4.76,5.88
attorney,0.99,2.08,4.52,6.00,3.67,4.80,5.53
attract,1.00,2.58,2.73,6.00,6.38,5.35,5.60
attraction,1.00,2.34,2.24,6.00,7.00,5.40,4.62
attractive,1.00,2.58,2.64,4.00,7.19,4.91,6.81
attribute,0.99,2.16,2.33,10.00,5.67,4.12,6.00
auburn,0.97,1.87,3.72,6.00,5.89,3.62,5.61
auction,0.99,2.24,3.93,4.00,5.43,4.50,5.33
auctioneer,0.99,2.22,4.55,4.00,5.09,4.00,5.37
audacious,0.98,1.99,1.63,13.00,5.11,4.28,5.41
audacity,0.98,1.93,1.62,12.00,5.20,4.10,5.33
audible,1.00,2.34,3.23,8.00,6.05,4.45,6.26
audience,1.00,2.43,4.29,4.00,5.89,4.91,5.14
audio,1.00,2.34,3.50,6.00,6.56,4.29,5.96
audit,0.98,1.95,3.15,12.00,2.82,5.78,3.68
audition,1.00,2.44,3.66,8.00,5.20,4.24,6.00
auditor,0.98,1.94,3.38,10.00,3.26,3.70,5.20
auditorium,1.00,2.43,4.70,4.00,6.05,4.45,5.05
auditory,0.99,2.24,3.07,12.00,5.05,4.50,6.11
aunt,1.00,2.43,4.17,2.00,6.56,2.71,4.28
auntie,0.98,1.92,4.48,6.00,6.24,3.58,5.79
aura,0.98,1.95,2.67,13.00,6.45,4.70,5.65
auspicious,0.95,1.59,1.96,14.00,4.76,3.39,5.50
authentic,1.00,2.58,2.31,6.00,6.91,4.55,6.58
authenticate,0.99,2.25,2.28,8.00,5.10,4.36,5.78
authenticity,0.99,2.08,1.74,12.00,6.81,4.42,6.23
author,1.00,2.43,4.26,2.00,6.33,2.73,6.38
authority,1.00,2.44,2.34,6.00,4.76,5.35,5.19
authorization,1.00,2.58,2.45,8.00,5.86,4.32,4.77
authorize,0.99,2.11,2.22,10.00,5.37,4.67,6.54
auto,0.99,2.13,4.00,2.00,5.00,4.95,5.70
autobiography,1.00,2.33,3.74,6.00,5.79,2.85,6.50
autograph,0.99,2.27,4.23,4.00,6.21,3.55,6.10
automatic,0.99,2.16,2.82,4.00,6.05,3.70,5.27
automobile,0.99,2.16,4.96,2.00,5.45,3.91,6.00
automotive,0.99,2.12,4.19,10.00,5.37,4.50,5.38
autonomy,0.98,2.02,2.04,14.00,5.05,4.09,6.19
autopsy,0.98,2.02,4.29,8.00,2.62,4.36,3.22
autumn,1.00,2.58,3.27,2.00,7.12,3.21,5.17
auxiliary,0.98,1.99,2.64,10.00,5.26,3.61,5.81
avail,0.97,1.83,1.33,12.00,5.42,3.77,6.00
available,1.00,2.44,2.11,6.00,6.86,4.04,6.59
avalanche,0.99,2.11,4.32,6.00,4.00,6.55,3.24
avenge,0.98,2.04,2.07,6.00,4.05,6.35,5.92
avenue,0.99,2.23,4.00,2.00,5.74,3.30,5.18
average,1.00,2.58,2.40,4.00,4.89,3.29,5.59
aversion,0.98,1.92,1.85,13.00,4.00,5.14,4.81
avert,0.96,1.68,2.41,10.00,5.16,3.62,5.22
aviation,0.99,2.32,3.39,2.00,5.90,4.05,5.62
aviator,1.00,2.45,4.57,8.00,6.39,4.67,6.13
avid,0.98,1.98,1.72,12.00,5.74,4.32,5.71
avocado,0.99,2.23,4.89,8.00,6.32,4.05,5.22
avoid,0.99,2.32,2.41,4.00,4.10,3.92,4.81
avoidance,0.98,2.05,1.86,6.00,3.35,4.95,4.88
await,0.99,2.14,1.54,4.00,5.33,2.91,4.71
awake,0.99,2.33,3.32,2.00,6.76,5.50,6.68
awaken,1.00,2.58,3.45,2.00,6.05,4.29,6.09
awakening,1.00,2.43,3.07,4.00,6.41,4.67,6.54
award,0.99,2.23,4.14,2.00,7.86,5.85,6.90
aware,1.00,2.33,2.00,6.00,6.86,4.70,7.05
awe,0.99,2.24,1.89,6.00,6.85,3.83,5.85
awesome,1.00,2.44,1.83,10.00,7.86,6.05,7.11
awful,0.99,2.23,1.92,2.00,2.28,4.86,3.06
awkward,0.99,2.07,2.00,4.00,2.95,4.55,4.25
awkwardness,0.99,2.24,2.34,6.00,3.86,4.65,4.13
awning,0.95,1.60,4.61,8.00,5.79,2.90,5.29
axe,0.99,2.33,5.00,4.00,3.48,5.64,5.55
axis,0.99,2.17,3.57,8.00,4.19,3.92,5.59
axle,0.96,1.70,4.50,4.00,4.67,2.45,5.30
babble,0.99,2.13,3.31,6.00,4.55,4.00,4.74
babe,0.99,2.16,3.67,4.00,6.86,4.25,6.79
baboon,0.98,2.02,4.92,4.00,5.55,5.11,4.96
baby,0.99,2.25,5.00,2.00,6.67,4.97,4.94
bachelor,0.99,2.17,4.32,4.00,5.58,4.14,5.13
back,1.00,2.58,4.33,2.00,4.76,2.59,5.22
backboard,0.97,1.83,4.93,6.00,4.70,3.41,5.47
backbone,1.00,2.58,4.19,6.00,5.16,4.05,6.40
backdoor,0.96,1.73,4.50,2.00,4.86,3.85,5.43
backdrop,0.99,2.24,4.48,8.00,5.45,2.70,5.27
backer,0.95,1.59,2.80,8.00,4.73,3.53,5.62
backfire,0.99,2.20,2.86,4.00,3.00,4.79,3.50
backgammon,0.98,1.98,4.47,10.00,5.60,2.06,4.83
background,0.99,2.32,3.26,2.00,5.05,3.67,5.57
backhand,0.99,2.18,3.88,6.00,3.50,4.61,4.90
backside,1.00,2.58,4.07,8.00,4.58,3.68,5.22
backtrack,0.99,2.25,2.59,2.00,4.26,3.15,5.30
backwater,0.97,1.83,3.04,10.00,4.33,3.84,5.00
backwoods,0.88,1.18,3.22,6.00,5.00,2.57,5.21
backyard,0.99,2.26,4.57,2.00,6.10,3.88,6.79
bacon,1.00,2.33,4.90,2.00,7.52,4.16,6.11
bacteria,1.00,2.45,4.14,6.00,3.30,4.24,3.44
bad,1.00,2.58,1.68,2.00,3.24,4.86,3.56
badge,1.00,2.41,4.93,4.00,5.24,4.40,5.75
badger,1.00,2.44,4.37,8.00,4.63,4.35,4.58
bag,0.99,2.25,4.90,2.00,5.05,3.43,5.62
bagel,0.98,2.02,5.00,10.00,6.32,3.60,5.17
baggage,1.00,2.58,4.43,2.00,4.50,4.00,5.95
baggy,0.99,2.15,3.61,4.00,4.45,4.05,5.21
bail,0.99,2.25,3.86,6.00,3.79,3.91,4.00
bailiff,0.90,1.23,4.50,14.00,3.95,4.33,4.86
bait,0.99,2.31,4.45,2.00,4.00,3.50,5.95
bake,0.99,2.24,4.21,2.00,7.20,5.00,6.83
bakery,0.99,2.14,4.83,2.00,6.79,3.86,5.74
balance,0.99,2.32,2.89,2.00,6.84,4.13,5.47
balcony,1.00,2.43,4.68,4.00,6.11,4.00,5.09
bald,1.00,2.35,4.69,4.00,2.85,3.71,4.50
bale,0.97,1.76,4.30,2.00,4.90,2.78,4.91
ball,0.99,2.14,5.00,2.00,6.14,3.48,5.47
ballad,0.98,2.01,3.88,8.00,6.33,3.60,6.32
ballast,0.89,1.23,3.14,14.00,4.67,4.06,4.86
ballerina,0.99,2.12,4.61,8.00,6.79,3.73,5.59
ballet,0.99,2.16,4.04,4.00,6.86,3.72,5.62
ballistics,0.98,1.90,3.12,13.00,4.05,5.58,4.71
balloon,1.00,2.44,4.92,2.00,6.84,3.90,5.45
ballot,0.98,1.91,4.73,6.00,5.29,4.15,5.45
ballroom,1.00,2.58,4.70,4.00,5.75,4.27,5.67
balm,0.99,2.16,3.68,12.00,6.24,3.36,5.58
balmy,0.96,1.68,2.80,10.00,5.23,4.23,5.47
bamboo,1.00,2.44,4.86,2.00,6.33,3.20,5.60
ban,1.00,2.33,2.37,8.00,3.38,5.20,5.86
banana,0.99,2.33,5.00,2.00,6.71,3.21,6.05
band,1.00,2.58,4.68,2.00,6.44,4.52,5.56
bandage,0.99,2.26,4.85,4.00,3.63,3.64,4.40
bandanna,0.86,1.06,5.00,10.00,5.26,3.15,5.42
bandit,1.00,2.58,4.36,4.00,3.88,5.18,4.77
bandstand,0.94,1.55,4.19,8.00,5.81,3.54,5.25
bang,1.00,2.34,3.77,4.00,5.10,6.09,4.89
banish,0.99,2.17,2.41,8.00,3.85,4.71,4.64
banister,0.99,2.19,4.75,4.00,5.42,2.55,5.83
banjo,0.99,2.12,4.90,2.00,6.35,3.53,5.09
bank,0.99,2.32,4.78,2.00,6.00,4.19,4.78
banker,1.00,2.43,4.43,4.00,4.89,3.38,5.32
banking,1.00,2.58,3.55,2.00,5.47,4.24,4.74
bankrupt,0.99,2.24,3.24,6.00,2.21,5.49,3.41
bankruptcy,0.98,1.94,2.68,6.00,2.52,5.39,3.31
banner,1.00,2.58,4.80,4.00,5.17,3.55,5.17
banquet,0.99,2.25,4.00,4.00,6.11,4.57,5.00
banshee,0.97,1.81,3.12,13.00,3.58,5.09,4.15
banter,0.98,1.92,2.85,13.00,5.48,3.50,5.27
baptism,1.00,2.34,3.41,4.00,6.62,3.96,5.23
baptize,0.99,2.15,3.83,4.00,5.59,3.32,6.57
bar,0.99,2.32,4.67,2.00,5.00,4.53,5.48
barbarian,1.00,2.34,3.52,8.00,3.14,6.26,3.67
barbaric,0.98,1.93,2.50,8.00,3.43,5.60,4.31
barbecue,0.98,2.04,4.52,4.00,7.10,5.55,5.59
barbed,0.97,1.84,3.81,8.00,3.75,5.10,4.58
barber,1.00,2.43,4.59,2.00,4.89,3.18,5.91
bare,1.00,2.58,3.21,2.00,5.50,4.65,5.58
barefoot,0.99,2.26,4.62,2.00,6.91,4.33,6.82
barf,0.96,1.69,4.61,12.00,2.32,5.00,3.71
bargain,0.99,2.22,2.59,4.00,7.63,5.48,6.11
barge,0.99,2.20,4.66,4.00,5.44,3.15,4.52
baritone,0.96,1.72,3.67,8.00,6.05,4.00,4.74
bark,1.00,2.58,4.52,2.00,4.86,3.40,4.82
barley,1.00,2.36,4.59,4.00,4.95,3.62,5.79
barmaid,0.95,1.57,4.17,8.00,4.85,4.60,4.59
barman,0.90,1.24,4.46,12.00,5.28,4.95,4.74
barn,1.00,2.58,4.79,2.00,6.16,3.57,5.65
barnacle,0.98,1.98,4.92,10.00,5.27,3.52,3.68
barnyard,0.99,2.07,4.79,4.00,5.65,2.55,5.15
barometer,0.99,2.11,4.57,8.00,5.00,2.88,3.82
baron,0.99,2.10,4.14,8.00,3.90,3.88,4.95
baroness,0.93,1.44,3.92,10.00,4.75,4.36,5.53
barracuda,0.98,2.06,5.00,8.00,4.85,5.16,3.47
barrel,0.99,2.26,4.86,4.00,4.92,3.43,4.94
barren,0.96,1.71,3.20,8.00,3.79,3.59,3.70
barricade,0.99,2.12,4.57,6.00,4.32,4.23,4.77
barrier,1.00,2.58,4.41,6.00,4.47,4.70,4.88
bartender,0.99,2.17,4.82,2.00,5.63,4.95,6.15
barter,0.99,2.11,2.96,12.00,5.64,4.74,6.45
base,1.00,2.58,3.86,4.00,5.68,3.10,6.37
baseball,0.99,2.23,4.86,2.00,5.79,3.15,6.05
baseman,0.88,1.15,4.11,4.00,5.19,3.95,5.05
basement,1.00,2.42,4.89,4.00,4.81,3.33,5.26
bash,0.99,2.23,3.52,4.00,3.68,5.14,4.46
bashful,1.00,2.44,2.19,2.00,5.55,4.36,4.74
basic,1.00,2.42,2.26,4.00,5.50,2.95,6.05
basil,0.98,1.99,4.76,13.00,6.43,3.82,5.36
basin,0.98,1.99,4.63,4.00,5.47,2.77,4.75
basis,0.99,2.23,1.83,8.00,5.42,2.68,5.18
bask,0.97,1.88,3.03,12.00,6.37,3.86,6.17
basket,1.00,2.33,5.00,2.00,5.66,2.48,5.30
basketball,1.00,2.43,4.97,2.00,5.67,4.35,5.05
bass,1.00,2.33,4.31,4.00,5.23,4.87,5.89
bastard,0.99,2.31,3.14,10.00,3.31,5.10,2.59
bat,0.99,2.27,5.00,2.00,4.81,4.57,4.29
batch,0.99,2.25,3.80,4.00,5.57,3.29,5.43
bath,0.99,2.16,4.85,2.00,7.00,3.25,6.64
bathe,0.96,1.73,4.19,2.00,7.50,3.15,6.50
bathhouse,0.98,1.97,4.69,6.00,5.32,4.00,5.68
bathing,0.99,2.14,4.07,4.00,6.14,3.23,6.93
bathrobe,1.00,2.34,5.00,4.00,6.48,4.05,5.47
bathroom,1.00,2.43,4.52,2.00,5.26,2.86,5.25
bathtub,0.99,2.25,4.92,2.00,6.26,3.63,5.91
baton,0.99,2.12,4.64,6.00,4.63,3.64,5.38
battalion,0.95,1.58,3.75,8.00,5.14,4.76,4.77
batter,0.99,2.32,4.41,2.00,5.24,3.85,6.00
battery,1.00,2.44,4.67,4.00,4.26,3.95,4.35
battle,1.00,2.58,4.00,2.00,3.52,6.25,5.63
battlefield,0.99,2.23,4.54,4.00,3.89,6.48,4.05
battleground,0.99,2.16,4.04,2.00,4.09,5.76,4.09
battleship,1.00,2.43,4.81,2.00,4.43,3.41,5.30
batty,0.94,1.54,2.00,6.00,4.44,4.05,4.21
bauble,0.88,1.13,3.23,14.00,5.71,3.83,4.67
bawl,0.95,1.59,3.52,4.00,3.58,4.86,4.14
bay,1.00,2.44,4.81,6.00,7.23,3.26,4.86
bayonet,0.95,1.64,4.77,6.00,4.68,4.45,5.17
bayou,0.85,1.04,4.54,12.00,6.20,3.81,5.44
bazaar,0.97,1.85,3.63,8.00,6.42,5.90,5.48
bazooka,0.99,2.24,4.66,2.00,5.37,6.10,4.04
be,0.98,2.03,1.85,2.00,6.18,3.43,5.50
beach,1.00,2.34,4.79,2.00,7.21,5.10,5.70
beacon,1.00,2.58,4.38,8.00,5.18,4.52,5.32
bead,0.99,2.17,4.90,4.00,6.05,3.40,3.91
beak,0.98,2.02,4.96,2.00,4.90,2.81,4.28
beaker,0.99,2.10,4.72,8.00,5.50,3.79,6.00
beam,1.00,2.44,3.96,2.00,5.74,3.59,6.54
bean,1.00,2.44,5.00,2.00,6.00,2.95,5.60
beanbag,0.99,2.23,4.96,2.00,5.88,3.00,6.17
beanie,0.98,2.05,4.74,8.00,5.58,3.58,5.36
bear,0.99,2.19,4.88,2.00,5.33,4.50,3.59
bearable,1.00,2.34,2.25,6.00,5.72,3.57,5.47
beard,1.00,2.44,4.96,4.00,5.09,3.18,5.42
bearer,0.98,1.90,3.58,8.00,4.95,4.70,5.67
beast,0.99,2.27,4.63,4.00,4.42,5.83,4.08
beastly,1.00,2.43,2.26,8.00,4.19,6.22,4.38
beat,0.99,2.27,3.97,2.00,4.38,5.52,5.59
beater,0.99,2.10,3.62,12.00,3.06,4.22,4.84
beautiful,1.00,2.43,2.16,2.00,7.61,5.71,6.17
beauty,1.00,2.44,2.93,2.00,7.58,4.89,5.60
beaver,1.00,2.58,4.68,2.00,5.00,4.05,5.15
bebop,0.75,0.67,2.54,10.00,6.26,3.95,5.25
become,1.00,2.44,1.54,4.00,6.32,3.43,6.18
bed,1.00,2.35,5.00,2.00,7.16,3.00,6.73
bedding,0.99,2.27,4.61,6.00,5.05,3.65,6.00
bedroom,1.00,2.58,4.90,2.00,7.00,4.90,6.84
bedside,1.00,2.58,3.92,4.00,5.89,2.96,5.93
bedspread,0.99,2.16,4.85,2.00,6.05,2.70,6.00
bedtime,0.99,2.24,2.90,2.00,6.57,3.76,7.05
bee,1.00,2.33,4.88,2.00,3.68,5.65,5.32
beef,0.99,2.12,4.74,2.00,6.11,4.37,6.32
beefsteak,0.96,1.70,4.76,2.00,5.53,4.05,5.61
beehive,0.99,2.18,4.93,2.00,4.26,5.39,4.47
beer,1.00,2.35,4.88,4.00,5.67,4.30,5.33
beeswax,0.98,2.02,4.88,2.00,5.15,3.62,5.53
beetle,0.99,2.17,4.83,2.00,4.20,4.45,5.93
befall,0.93,1.44,1.72,12.00,3.91,4.24,4.27
befriend,1.00,2.45,2.36,6.00,7.14,4.25,6.32
beg,0.99,2.32,2.96,4.00,3.72,4.65,3.17
beggar,0.99,2.06,4.59,4.00,2.92,4.29,4.16
begin,0.99,2.16,2.56,2.00,6.44,2.85,5.72
beginner,1.00,2.42,2.73,4.00,5.15,3.50,4.79
beginning,1.00,2.58,2.50,2.00,6.39,3.00,5.72
begrudge,0.98,2.00,1.89,12.00,3.95,4.47,5.33
behave,1.00,2.44,1.78,4.00,6.25,3.72,7.05
behavior,0.99,2.12,2.19,4.00,5.28,4.27,5.88
behold,1.00,2.58,1.67,8.00,6.48,3.88,6.59
beholden,0.92,1.41,1.69,10.00,5.05,3.24,4.84
beige,0.99,2.18,3.41,10.00,5.26,2.60,5.05
belated,0.99,2.13,1.89,8.00,4.21,3.19,5.32
belch,0.98,2.02,4.14,6.00,4.18,4.77,4.75
belief,1.00,2.33,1.19,2.00,6.14,3.95,7.18
believable,1.00,2.34,1.46,4.00,6.89,4.05,5.30
believe,1.00,2.58,1.55,2.00,7.05,3.33,6.56
believer,0.99,2.32,2.73,4.00,5.64,4.10,6.40
belittle,0.98,1.94,2.10,12.00,2.70,4.05,2.92
bell,1.00,2.43,4.96,2.00,5.67,4.70,6.16
bellboy,0.97,1.81,4.39,4.00,4.95,3.13,5.08
bellhop,0.91,1.30,4.42,4.00,5.47,4.00,5.37
belligerent,0.97,1.84,2.29,10.00,3.11,5.00,3.56
bellman,0.88,1.14,4.89,12.00,5.35,3.25,4.93
bellow,0.98,1.96,3.42,6.00,4.63,4.75,6.26
belly,1.00,2.58,4.80,2.00,4.37,3.75,4.96
bellyful,0.83,0.92,3.16,4.00,5.85,3.28,5.17
belong,1.00,2.58,1.43,2.00,6.50,2.90,5.44
belongings,0.99,2.26,3.88,2.00,6.09,3.96,6.17
