word,AoA
opal,10.0
opalescence,13.0
opalescent,12.0
opaque,12.0
ope,14.0
open,2.0
opener,2.0
openhanded,13.0
opening,2.0
openly,2.0
openwork,14.0
opera,6.0
operable,8.0
operate,4.0
operatic,10.0
operation,4.0
operative,6.0
operator,2.0
operetta,6.0
ophthalmia,14.0
ophthalmologist,14.0
ophthalmoscope,14.0
opiate,14.0
opine,14.0
opinion,6.0
opinionated,10.0
opium,6.0
opossum,2.0
opponent,6.0
opportune,12.0
opportunist,8.0
opportunity,6.0
oppose,6.0
opposing,6.0
opposite,6.0
opposition,8.0
oppositive,14.0
oppress,14.0
oppression,12.0
oppressive,13.0
oppressor,10.0
opprobrious,14.0
opprobrium,14.0
opsimathy,14.0
opt,13.0
optic,8.0
optical,8.0
optician,6.0
optics,8.0
optimism,8.0
optimist,10.0
optimistic,10.0
optimum,13.0
optimus,14.0
option,8.0
optional,8.0
optometrist,6.0
opulence,13.0
opulent,14.0
opus,14.0
or,4.0
oracle,12.0
oracular,12.0
oral,6.0
orange,2.0
orangeade,4.0
orangutan,13.0
oration,10.0
orator,8.0
oratorio,14.0
oratory,10.0
orb,14.0
orbit,2.0
orchard,2.0
orchestra,6.0
orchestration,10.0
orchid,6.0
ordain,8.0
ordeal,10.0
order,2.0
orderly,6.0
orders,12.0
ordinal,12.0
ordinance,8.0
ordinarily,6.0
ordinary,2.0
ordinate,12.0
ordination,12.0
ordnance,14.0
ordure,14.0
ore,4.0
oregano,13.0
organ,2.0
organdy,12.0
organic,8.0
organism,8.0
organist,4.0
organization,6.0
organize,6.0
organizer,6.0
orgasm,12.0
orgeat,14.0
orgy,12.0
oriel,14.0
Orient,8.0
orient,12.0
Oriental,8.0
oriental,10.0
orientate,8.0
orientation,13.0
orifice,14.0
oriflamme,13.0
origami,12.0
origin,8.0
original,6.0
originality,6.0
originally,8.0
originate,8.0
oriole,4.0
Orion,4.0
orison,14.0
orlop,14.0
ornament,4.0
ornamental,6.0
ornate,12.0
ornery,10.0
ornithologist,12.0
ornithology,12.0
orography,14.0
orotund,13.0
orphan,4.0
orphanage,2.0
orphic,14.0
orthodontia,13.0
orthodox,10.0
orthoepy,13.0
orthography,14.0
orthopedics,13.0
oryx,14.0
os,14.0
Oscar,4.0
oscillate,12.0
oscillation,12.0
oscine,13.0
osculate,14.0
osculum,14.0
osier,13.0
osmium,14.0
osmosis,10.0
osprey,14.0
ossification,12.0
ossify,12.0
ossuary,13.0
ostensible,13.0
ostensibly,14.0
ostensive,13.0
ostentation,12.0
ostentatious,12.0
osteology,14.0
osteopath,12.0
osteotomy,14.0
ostler,13.0
ostracism,12.0
ostracize,12.0
ostrich,2.0
other,2.0
others,4.0
otherwise,6.0
otherworldly,10.0
otitis,13.0
otter,4.0
ottoman,14.0
ouch,4.0
ought,4.0
oui,12.0
Ouija,12.0
ounce,2.0
our,4.0
ours,2.0
ourselves,4.0
oust,10.0
ouster,12.0
out,2.0
outage,12.0
outback,14.0
outbid,6.0
outboard,4.0
outbound,8.0
outbreak,6.0
outbuilding,10.0
outburst,6.0
outcast,10.0
outclass,12.0
outcome,8.0
outcrop,12.0
outcry,4.0
outdated,4.0
outdid,6.0
outdistance,12.0
outdo,4.0
outdone,6.0
outdoor,6.0
outdoors,2.0
outer,2.0
outermost,6.0
outfield,2.0
outfielder,2.0
outfit,4.0
outflank,13.0
outflow,8.0
outgeneral,12.0
outgo,8.0
outgoing,4.0
outgrow,8.0
outgrowth,10.0
outguess,8.0
outhouse,6.0
outing,6.0
outlander,12.0
outlandish,12.0
outlast,6.0
outlaw,2.0
outlay,14.0
outlet,4.0
outline,4.0
outlive,4.0
outlook,6.0
outlying,10.0
outmoded,10.0
outnumber,2.0
outpatient,12.0
outplay,10.0
outpost,6.0
outpouring,12.0
output,8.0
outrage,13.0
outrageous,10.0
outran,2.0
outrank,6.0
outreach,6.0
outrigged,12.0
outrigger,10.0
outright,8.0
outrun,4.0
outs,12.0
outsell,8.0
outset,14.0
outshine,8.0
outside,2.0
outsider,6.0
outsize,4.0
outskirts,6.0
outsmart,2.0
outspoken,10.0
outspread,4.0
outstanding,4.0
outstretch,6.0
outstrip,14.0
outward,4.0
outwardly,10.0
outwear,10.0
outweigh,2.0
outwit,6.0
outwork,4.0
outworn,10.0
ova,12.0
oval,8.0
ovary,8.0
ovate,12.0
ovation,10.0
oven,2.0
ovenbird,10.0
over,2.0
overact,4.0
overage,2.0
overall,8.0
overalls,2.0
overarch,8.0
overawe,12.0
overbalance,10.0
overbearing,13.0
overblown,10.0
overboard,2.0
overbold,6.0
overburden,6.0
overburdened,6.0
overcast,10.0
overcharge,4.0
overcloud,6.0
overcoat,2.0
overcome,6.0
overcrowd,4.0
overdo,2.0
overdone,2.0
overdose,4.0
overdraft,13.0
overdraw,8.0
overdrawn,13.0
overdressed,4.0
overdrive,8.0
overdue,4.0
overeat,2.0
overestimate,6.0
overflow,4.0
overglaze,12.0
overgrown,6.0
overhand,8.0
overhang,8.0
overhaul,4.0
overhead,2.0
overhear,4.0
overheat,6.0
overhung,8.0
overjoyed,8.0
overkill,10.0
overladen,8.0
overland,2.0
overlap,4.0
overlapped,10.0
overlay,14.0
overlive,13.0
overload,2.0
overlong,12.0
overlook,6.0
overlord,12.0
overly,6.0
overmaster,12.0
overmuch,6.0
overnight,2.0
overpass,4.0
overpay,4.0
overpayment,4.0
overplay,12.0
overpopulate,6.0
overpower,2.0
overprint,12.0
overprize,10.0
overproduction,8.0
overrate,8.0
overreach,12.0
override,12.0
overrule,8.0
overrun,8.0
overseas,2.0
oversee,8.0
overseer,10.0
overshadow,6.0
overshadowed,12.0
overshoes,4.0
overshoot,6.0
overshot,14.0
oversight,8.0
oversize,2.0
oversleep,2.0
oversoul,14.0
overspread,6.0
overstate,12.0
overstay,2.0
overstep,6.0
overstock,2.0
overstrain,8.0
overstuffed,4.0
overt,14.0
overtake,6.0
overtask,8.0
overtax,6.0
overthrow,4.0
overtime,2.0
overtone,10.0
overtop,6.0
overtrain,10.0
overture,8.0
overturn,6.0
overweening,14.0
overweight,2.0
overwhelm,6.0
overwind,12.0
overwork,2.0
overwrought,13.0
oviduct,12.0
oviparous,12.0
ovipositor,12.0
ovoid,12.0
ovule,12.0
ovum,12.0
owe,2.0
owing,4.0
owl,2.0
owlet,6.0
own,2.0
owner,2.0
ownership,2.0
ox,4.0
oxalic,13.0
oxblood,8.0
oxbow,12.0
oxcart,2.0
oxen,4.0
oxeye,12.0
oxford,10.0
oxidation,10.0
oxide,10.0
oxidize,10.0
oxyacetylene,14.0
oxygen,6.0
oxygenate,12.0
oxymoron,14.0
oyez,13.0
oyster,4.0
ozone,12.0
pace,6.0
pacemaker,8.0
pacer,12.0
pacesetter,12.0
pachyderm,13.0
pachysandra,13.0
pacific,12.0
pacifier,6.0
pacifist,12.0
pacify,8.0
pack,2.0
package,2.0
packed,6.0
packer,4.0
packet,6.0
packing,4.0
packsaddle,6.0
pact,10.0
pad,4.0
padding,8.0
paddle,4.0
paddock,13.0
paddy,8.0
padlock,2.0
padre,8.0
padrone,13.0
Paean,14.0
pagan,12.0
paganism,12.0
page,2.0
pageant,8.0
pageantry,8.0
pagination,14.0
pagoda,12.0
paid,2.0
pail,4.0
pailful,8.0
pain,2.0
painful,2.0
painless,2.0
painstaking,13.0
paint,2.0
paintbrush,2.0
painter,2.0
painting,2.0
pair,2.0
paisley,10.0
paix,14.0
pajamas,2.0
pal,4.0
palace,2.0
paladin,12.0
palais,13.0
palanquin,12.0
palatable,12.0
palate,12.0
palatial,14.0
palatinate,14.0
palatine,14.0
palaver,13.0
pale,6.0
paleface,6.0
paleness,6.0
paleolithic,13.0
paleontology,14.0
palette,8.0
palfrey,13.0
palimpsest,14.0
palindrome,13.0
paling,12.0
palisade,12.0
pall,10.0
palladium,13.0
pallbearer,8.0
pallet,13.0
palliate,12.0
palliative,14.0
pallid,13.0
pallor,13.0
palm,4.0
palmate,12.0
palmetto,14.0
palmist,8.0
palmistry,8.0
palmy,13.0
palomino,4.0
palooka,12.0
palpable,13.0
palpate,13.0
palpitate,13.0
palsied,12.0
palsy,10.0
paltry,12.0
pampas,12.0
pamper,8.0
pamphlet,6.0
pamphleteer,12.0
pan,2.0
panacea,14.0
panache,13.0
panama,12.0
pancake,2.0
panchromatic,12.0
pancreas,8.0
panda,2.0
pandemonium,12.0
pander,14.0
pandowdy,13.0
pane,4.0
panegyric,14.0
panel,4.0
paneling,6.0
panelist,8.0
pang,8.0
pangolin,13.0
pangs,13.0
panhandle,12.0
panic,4.0
panicky,6.0
panned,12.0
pannier,12.0
panoply,14.0
panorama,10.0
pansy,4.0
pant,6.0
pantaloons,6.0
pantheism,13.0
pantheon,12.0
panther,4.0
panties,2.0
pantograph,12.0
pantomime,6.0
pantry,6.0
pants,2.0
pantyhose,4.0
pantywaist,10.0
Panzer,14.0
pap,13.0
papa,2.0
papacy,13.0
papal,14.0
paparazzi,14.0
papaw,13.0
papaya,12.0
paper,2.0
paperback,4.0
paperboy,2.0
paperhanger,8.0
papers,6.0
paperweight,4.0
papery,8.0
papilla,14.0
papillon,14.0
papist,12.0
papoose,4.0
paprika,10.0
papyrus,10.0
par,8.0
parable,12.0
parabola,12.0
parachute,4.0
parade,2.0
paradigm,14.0
paradise,6.0
paradox,13.0
paraffin,8.0
paraglider,12.0
paragon,14.0
paragraph,4.0
parakeet,2.0
parallax,14.0
parallel,6.0
parallelepiped,14.0
parallelogram,8.0
paralysis,6.0
paralytic,8.0
paralyze,4.0
paramecium,10.0
paramedic,13.0
parameter,14.0
paramount,8.0
paramour,13.0
paranoia,13.0
paranormal,14.0
parapet,14.0
paraphernalia,12.0
paraphrase,12.0
paraplegia,13.0
paraprofessional,13.0
parapsychology,12.0
parascientific,12.0
parasite,8.0
parasol,6.0
parataxis,14.0
parathyroid,13.0
paratrooper,6.0
paratyphoid,12.0
parboil,8.0
parcel,6.0
parch,8.0
parchment,8.0
pard,12.0
pardon,2.0
pare,8.0
paregoric,13.0
parent,2.0
parentage,6.0
parental,6.0
parenthesis,8.0
parenthetical,13.0
parenthood,6.0
paresis,14.0
parfait,12.0
parhelion,12.0
pariah,13.0
parietal,13.0
paring,12.0
parish,10.0
parishioner,10.0
parity,10.0
park,2.0
parka,8.0
parkway,8.0
parlance,14.0
parlay,12.0
parley,10.0
parliament,6.0
parliamentary,8.0
parlor,4.0
parlous,14.0
parochial,12.0
parody,12.0
parole,6.0
paronomasia,13.0
parotid,14.0
paroxysm,14.0
parquet,14.0
parquetry,14.0
parricide,12.0
parrot,2.0
parry,14.0
parse,14.0
parsimonious,14.0
parsimony,14.0
parsley,8.0
parsnip,8.0
parson,8.0
parsonage,8.0
part,2.0
partake,6.0
partaker,6.0
parthenogenesis,14.0
partial,6.0
partiality,12.0
partially,4.0
participant,8.0
participate,8.0
participation,8.0
participle,8.0
particle,6.0
particular,6.0
particularity,12.0
particularize,10.0
particularly,6.0
parties,2.0
parting,2.0
partisan,12.0
partisanship,12.0
partition,10.0
partly,4.0
partner,2.0
partnership,2.0
partook,10.0
partridge,8.0
parts,10.0
parturition,13.0
party,2.0
parvenu,14.0
paschal,12.0
Pasha,13.0
pass,2.0
passable,8.0
passacaglia,14.0
passage,4.0
passageway,6.0
passbook,12.0
passe,13.0
passel,13.0
passenger,4.0
passim,13.0
passing,2.0
passion,8.0
passionate,8.0
passive,10.0
passkey,10.0
passport,2.0
password,2.0
past,4.0
pasta,12.0
paste,2.0
pasteboard,6.0
pastel,6.0
pastels,12.0
pastern,13.0
pasteurization,6.0
pasteurize,6.0
pastiche,14.0
pastille,14.0
pastime,8.0
pastor,4.0
pastoral,12.0
pastorale,14.0
pastorate,12.0
pastrami,10.0
pastry,6.0
pasturage,10.0
pasture,2.0
pasturing,6.0
pasty,12.0
pat,2.0
patch,2.0
patchouli,14.0
patchwork,4.0
patchy,12.0
pate,13.0
patella,12.0
paten,12.0
patent,6.0
patently,12.0
pater,12.0
paterfamilias,13.0
paternal,12.0
paternalism,12.0
paternity,10.0
paternoster,13.0
path,2.0
pathetic,10.0
pathfinder,6.0
pathless,4.0
pathogene,14.0
pathogenic,12.0
pathogeny,14.0
pathological,13.0
pathology,10.0
pathos,13.0
pathway,2.0
patience,8.0
patient,4.0
patiently,4.0
patina,14.0
patio,6.0
patisserie,14.0
patois,14.0
patootie,14.0
patria,12.0
patriarch,12.0
patrician,12.0
patricide,13.0
patrimony,13.0
patriot,6.0
patriotic,6.0
patriotism,6.0
patrol,6.0
patrolman,4.0
patron,8.0
patronage,10.0
patroness,13.0
patronize,10.0
patronymic,12.0
patroon,12.0
patsy,12.0
patten,13.0
patter,8.0
pattern,4.0
patty,8.0
paucity,14.0
paunch,14.0
pauper,10.0
pauperize,10.0
pause,6.0
pavane,14.0
pave,2.0
pavement,4.0
pavilion,8.0
paving,6.0
paw,2.0
pawl,14.0
pawn,6.0
pawnbroker,8.0
pawnshop,6.0
pawpaw,12.0
pax,12.0
pay,2.0
payable,8.0
paycheck,4.0
payday,4.0
payee,10.0
payer,6.0
payload,13.0
paymaster,6.0
payment,6.0
payola,12.0
payroll,6.0
pays,12.0
paysan,14.0
pea,2.0
peace,2.0
peaceable,4.0
peaceful,2.0
peacemaker,2.0
peacetime,4.0
peach,2.0
peachy,10.0
peacock,2.0
peafowl,12.0
peahen,12.0
peak,4.0
peaked,10.0
peal,13.0
peanut,2.0
peanuts,8.0
pear,2.0
pearl,4.0
pearly,10.0
peas,2.0
peasant,4.0
peasantry,12.0
pease,12.0
peat,10.0
peavey,14.0
pebble,4.0
pecan,2.0
peccadillo,14.0
peccant,12.0
peccary,13.0
peck,4.0
pectin,12.0
pectoral,14.0
peculate,14.0
peculation,14.0
peculiar,4.0
peculiarity,6.0
pecunia,14.0
pecuniary,14.0
pedagog,14.0
pedagogue,14.0
pedagogy,13.0
pedal,2.0
pedant,14.0
pedantic,14.0
pedantry,14.0
peddle,6.0
peddler,6.0
pedestal,10.0
pedestrian,6.0
pediatrician,10.0
pediatrics,13.0
pedicle,13.0
pediculosis,14.0
pedicure,12.0
pedigree,10.0
pediment,13.0
pedlar,4.0
pedometer,10.0
peduncle,14.0
peek,4.0
peel,2.0
peeling,2.0
peep,2.0
peeper,8.0
peephole,2.0
peer,6.0
peerage,13.0
peeress,12.0
peerless,13.0
peeve,8.0
peevish,12.0
peewee,4.0
peg,6.0
pegboard,8.0
pegholes,6.0
peignoir,13.0
Pekinese,6.0
pekoe,12.0
pelf,14.0
pelican,6.0
pellagra,13.0
pellet,8.0
pellucid,13.0
pelota,14.0
pelt,6.0
peltry,13.0
pelvis,8.0
pemmican,12.0
pen,2.0
penal,12.0
penalize,6.0
penalty,4.0
penance,12.0
penates,14.0
pence,8.0
penchant,14.0
pencil,2.0
pend,12.0
pendant,13.0
pendent,12.0
pending,12.0
pendulous,12.0
pendulum,8.0
peneplain,14.0
penetrable,12.0
penetrant,13.0
penetrate,6.0
penetrating,12.0
penetration,10.0
penguin,2.0
penicillin,4.0
peninsula,6.0
penis,2.0
penitence,10.0
penitent,12.0
penitentiary,6.0
penknife,6.0
penman,8.0
pennant,8.0
pennate,13.0
penned,4.0
penniless,4.0
pennon,14.0
penny,2.0
pennyroyal,12.0
pennyweight,12.0
pennyworth,6.0
penology,13.0
pensee,12.0
pension,6.0
pensioner,8.0
pensive,12.0
pent,12.0
Pentagon,8.0
pentagon,13.0
pentahedron,13.0
pentameter,12.0
pentathlon,14.0
Pentecost,12.0
penthouse,8.0
pentode,12.0
penuchi,14.0
penult,14.0
penultimate,12.0
penumbra,14.0
penurious,14.0
penury,14.0
peon,13.0
peony,8.0
people,2.0
peopled,10.0
pep,2.0
peplum,13.0
pepper,2.0
peppercorn,12.0
peppered,6.0
peppermint,2.0
peppery,8.0
peppy,2.0
pepsin,8.0
peptic,12.0
peptone,13.0
per,6.0
peradventure,14.0
perambulate,12.0
perambulator,12.0
percale,13.0
perceive,12.0
perceived,8.0
percent,2.0
percentage,6.0
percept,13.0
perceptible,14.0
perception,12.0
perceptive,12.0
perch,6.0
perchance,10.0
Percheron,14.0
percolate,10.0
percolator,6.0
percussion,10.0
perdition,14.0
perdurable,12.0
pere,12.0
peregrination,14.0
peregrine,13.0
peremptory,12.0
perennial,10.0
perfect,2.0
perfection,8.0
perfectionist,12.0
perfecto,12.0
perfervid,13.0
perfidious,13.0
perfidy,13.0
perforate,10.0
perforated,10.0
perforce,14.0
perform,2.0
performance,2.0
performer,2.0
perfume,2.0
perfunctory,14.0
pergola,13.0
perhaps,2.0
pericardium,14.0
pericarp,14.0
pericranium,12.0
perigee,13.0
peril,10.0
perilous,10.0
perimeter,10.0
perinatal,12.0
period,2.0
periodic,8.0
periodical,12.0
periodically,10.0
periodicity,8.0
periodontal,13.0
periosteum,14.0
peripatetic,12.0
Peripatetic,14.0
peripheral,13.0
periphery,14.0
periphrasis,14.0
periscope,6.0
perish,8.0
perishable,8.0
peristalsis,14.0
peristyle,14.0
peritoneum,14.0
peritonitis,12.0
periwig,13.0
periwinkle,12.0
perjure,12.0
perjury,10.0
perk,6.0
perks,14.0
perky,6.0
permafrost,12.0
permanence,8.0
permanent,6.0
permanganate,13.0
permeable,13.0
permeate,14.0
permissible,6.0
permission,4.0
permissive,6.0
permit,2.0
permutation,14.0
pernicious,14.0
peroration,14.0
peroxide,6.0
perpendicular,8.0
perpetrate,14.0
perpetual,10.0
perpetuate,13.0
perpetuity,13.0
perplex,12.0
perplexity,10.0
perquisite,14.0
perquisites,12.0
persecute,6.0
persecution,6.0
perseverance,12.0
persevere,12.0
persiflage,14.0
persimmon,12.0
persist,8.0
persistence,8.0
persistent,10.0
persnickety,10.0
person,2.0
persona,14.0
personable,12.0
personage,12.0
personal,2.0
personality,4.0
personally,4.0
personification,12.0
personify,12.0
personnel,10.0
perspective,10.0
perspicacious,14.0
perspicacity,10.0
perspicuity,14.0
perspiration,6.0
perspire,6.0
persuade,6.0
persuasion,8.0
persuasive,8.0
pert,10.0
pertain,8.0
pertinacious,13.0
pertinacity,14.0
pertinent,12.0
pertly,12.0
perturb,8.0
perturbation,12.0
perturbed,10.0
peruke,14.0
perusal,14.0
peruse,14.0
pervade,14.0
perverse,12.0
perversion,14.0
perversity,13.0
pervert,12.0
pervious,12.0
pesky,8.0
peso,4.0
pessimism,8.0
pessimist,10.0
pessimistic,8.0
pessimus,14.0
pest,2.0
pester,6.0
pesthouse,12.0
pesticide,8.0
pestiferous,13.0
pestilence,14.0
pestilent,12.0
pestilential,14.0
pestle,13.0
pet,2.0
petcock,14.0
petiole,14.0
petit,8.0
petite,12.0
petition,8.0
petrel,14.0
petrification,12.0
petrified,10.0
petrify,8.0
petrol,8.0
petroleum,6.0
petrology,13.0
petrous,13.0
petted,2.0
petticoat,4.0
pettifogger,13.0
pettish,14.0
petty,8.0
petulance,14.0
petulant,12.0
petunia,8.0
pew,6.0
pewee,12.0
pewter,12.0
phaeton,14.0
phagocyte,14.0
phalanx,12.0
phallic,12.0
phantasm,12.0
phantasmagoria,14.0
phantom,6.0
pharaoh,6.0
pharisaical,13.0
pharmaceutical,8.0
pharmacist,6.0
pharmacology,8.0
pharmacopoeia,14.0
pharmacy,6.0
pharyngitis,12.0
pharynx,12.0
phase,8.0
phatic,12.0
pheasant,8.0
phenol,14.0
phenomenal,10.0
phenomenon,10.0
phenotype,12.0
phenylketonuria,12.0
phi,12.0
phial,13.0
philander,13.0
philanthropist,14.0
philanthropy,13.0
philately,14.0
philharmonic,8.0
philippic,14.0
Philistine,14.0
philodendron,12.0
philology,14.0
philosopher,10.0
philosophical,10.0
philosophize,10.0
philosophy,10.0
philtre,14.0
phiz,14.0
phizog,14.0
phlebitis,13.0
phlebotomist,13.0
phlebotomy,14.0
phlegm,12.0
phlegmatic,14.0
phlogiston,12.0
phlox,14.0
phobia,12.0
phoebe,12.0
phoenix,13.0
phone,2.0
phoneme,12.0
phonetic,12.0
phonetics,10.0
phonics,12.0
phonograph,4.0
phonograrn,12.0
phonology,12.0
phony,2.0
phooey,4.0
phosgene,14.0
phosphate,10.0
phosphor,12.0
phosphorescence,12.0
phosphorescent,12.0
phosphoric,14.0
phosphorus,8.0
photic,12.0
photo,2.0
photoelectric,12.0
photoengraving,12.0
photoflash,6.0
photoflood,12.0
photogenic,8.0
photograph,4.0
photographer,4.0
photography,4.0
photogravure,12.0
photometer,12.0
photon,14.0
photoplay,8.0
photosphere,12.0
photostat,12.0
photosynthesis,8.0
phototropic,13.0
phototropism,13.0
phrasal,12.0
phrase,6.0
phraseology,12.0
phrenetic,12.0
phrenology,13.0
phthisis,14.0
phylactery,13.0
phylogeny,14.0
phylum,13.0
physic,10.0
physical,6.0
physician,4.0
physicist,8.0
physics,8.0
physiognomy,12.0
physiography,14.0
physiologist,10.0
physiology,10.0
physiotherapy,13.0
physique,10.0
pi,10.0
pianissimo,12.0
pianist,4.0
piano,2.0
pianoforte,14.0
piaster,12.0
piastre,12.0
piazza,12.0
pica,10.0
picador,12.0
picaresque,14.0
picaro,14.0
picayune,14.0
piccalilli,8.0
piccolo,4.0
pick,2.0
pickaback,8.0
pickaninny,12.0
pickax,6.0
picker,4.0
pickerel,8.0
picket,4.0
pickings,8.0
pickle,2.0
pickpocket,4.0
pickup,2.0
picky,6.0
picnic,2.0
pico,12.0
pictorial,6.0
picture,2.0
picturesque,12.0
piddling,12.0
pidgin,12.0
pie,2.0
piebald,12.0
piece,2.0
piecemeal,12.0
piecework,14.0
pied,13.0
piedmont,10.0
pier,6.0
pierce,6.0
piercing,6.0
pieta,14.0
pietism,14.0
pietistic,13.0
piety,12.0
piezoelectrical,13.0
piezoelectricity,14.0
piffle,12.0
pig,2.0
pigeon,2.0
pigeonhole,13.0
piggery,12.0
piggish,6.0
piggy,4.0
piglet,4.0
pigment,8.0
pigmy,8.0
pignut,12.0
pigpen,2.0
pigskin,8.0
pigsty,10.0
pigtail,2.0
pigweed,12.0
pike,8.0
piker,12.0
pikestaff,12.0
pilaf,14.0
pilaster,14.0
pile,2.0
piles,12.0
pilfer,12.0
Pilgrim,2.0
pilgrim,6.0
pilgrimage,10.0
piling,12.0
pill,2.0
pillage,12.0
pillar,8.0
pillbox,12.0
pillion,13.0
pillory,14.0
pillow,2.0
pillowcase,2.0
pilot,2.0
pimento,8.0
pimp,14.0
pimpernel,13.0
pimple,2.0
pin,2.0
pinafore,12.0
pincers,6.0
pinch,4.0
pinchbeck,13.0
pincushion,4.0
pine,2.0
pineal,12.0
pineapple,4.0
pinfeather,12.0
ping,10.0
pinhead,8.0
pinhole,2.0
pinion,14.0
pink,2.0
pinkeye,6.0
pinkie,6.0
pinko,12.0
pinna,13.0
pinnace,14.0
pinnacle,13.0
pinnate,14.0
pinned,2.0
pinning,2.0
Pinochle,8.0
pinon,13.0
pinpoint,6.0
pint,4.0
pinto,4.0
pinwheel,12.0
pinworm,8.0
pion,12.0
pioneer,4.0
pious,10.0
piously,12.0
pip,12.0
pipe,2.0
pipeline,8.0
piper,6.0
pipette,12.0
piping,8.0
pipkin,14.0
pippin,13.0
pipsqueak,10.0
piquancy,14.0
piquant,13.0
pique,14.0
piracy,8.0
piranha,12.0
pirate,4.0
pirogue,14.0
pirouette,13.0
piscatorial,14.0
pisces,10.0
pismire,14.0
pistachio,8.0
pistil,12.0
pistillate,14.0
pistol,2.0
piston,8.0
pit,2.0
pitapat,6.0
pitch,2.0
pitchblende,12.0
pitcher,2.0
pitchfork,2.0
pitchover,12.0
piteous,8.0
pitfall,10.0
pith,12.0
pithy,13.0
pitiable,10.0
pitied,4.0
pitiful,2.0
pitiless,6.0
pittance,14.0
pituitary,10.0
pity,4.0
pityingly,6.0
pivot,8.0
pivotal,12.0
pix,13.0
pixie,6.0
pizazz,14.0
pizza,2.0
pizzeria,12.0
pizzicato,14.0
placable,13.0
placard,12.0
placate,13.0
place,2.0
placebo,12.0
placement,8.0
placenta,13.0
placer,13.0
placid,12.0
plagiarism,13.0
plagiarize,13.0
plague,8.0
plaguy,12.0
plaice,13.0
plaid,6.0
plain,4.0
plainclothesman,10.0
plainness,8.0
plainsman,8.0
plaint,13.0
plaintiff,10.0
plaintive,13.0
plait,13.0
plan,2.0
planchette,14.0
plane,2.0
planer,10.0
planet,2.0
planetarium,8.0
planetary,8.0
planetoid,8.0
plank,4.0
plankton,14.0
planned,2.0
plans,2.0
plant,2.0
plantain,13.0
plantation,2.0
planter,2.0
plaque,8.0
plash,14.0
plasma,8.0
plaster,2.0
plasterboard,6.0
plastic,6.0
Plasticine,8.0
plastics,6.0
plastron,13.0
plat,12.0
plate,2.0
plateau,4.0
platen,14.0
platform,4.0
plating,8.0
platinum,8.0
platitude,12.0
platoon,8.0
platter,4.0
platypus,12.0
plaudit,14.0
plausible,12.0
play,2.0
playback,8.0
playbill,12.0
playboy,4.0
player,2.0
playfellow,8.0
playful,2.0
playgoer,10.0
playground,2.0
playhouse,2.0
playlet,10.0
playmate,2.0
playpen,2.0
plaything,2.0
playwright,6.0
plaza,8.0
plea,8.0
plead,6.0
pleadings,12.0
pleasant,2.0
pleasantness,6.0
pleasantry,8.0
please,2.0
pleasing,2.0
pleasurable,6.0
pleasure,2.0
pleat,8.0
pleater,10.0
plebeian,12.0
plebiscite,14.0
plebs,13.0
plectrum,14.0
pled,12.0
pledge,4.0
Pleistocene,13.0
plenary,14.0
plenipotentiary,14.0
plenitude,12.0
plenteous,10.0
plentiful,6.0
plenty,4.0
plenum,13.0
pleonasm,12.0
plethora,12.0
pleura,14.0
pleural,13.0
pleurisy,12.0
plexus,14.0
pliable,10.0
pliers,4.0
plight,10.0
plinth,13.0
plisse,14.0
plod,10.0
plodder,12.0
plop,4.0
plosive,12.0
plot,6.0
plotter,10.0
plough,8.0
ploughman,12.0
ploughshare,14.0
plover,14.0
plow,2.0
plowboy,2.0
plowman,12.0
plowshare,14.0
ploy,12.0
pluck,6.0
plucky,14.0
plug,2.0
plugged,2.0
plum,2.0
plumage,10.0
plumb,12.0
plumber,2.0
plumbing,2.0
plume,8.0
plummet,14.0
plump,4.0
plumule,12.0
plunder,12.0
plunge,6.0
plunger,10.0
plunk,12.0
pluperfect,14.0
plural,4.0
pluralistic,10.0
plurality,12.0
plus,2.0
plush,10.0
plutocracy,12.0
plutocrat,12.0
plutonium,13.0
pluvial,14.0
ply,10.0
plywood,6.0
pneumatic,14.0
pneumonia,6.0
poach,6.0
poacher,10.0
pock,12.0
pocket,2.0
pocketbook,2.0
pocketful,4.0
pocketknife,4.0
pockmark,12.0
poco,12.0
pod,6.0
podiatrist,12.0
podiatry,12.0
podium,12.0
poem,2.0
poesy,14.0
poet,4.0
poetaster,13.0
poetess,6.0
poetic,8.0
poetry,6.0
pogrom,13.0
poi,10.0
poignant,14.0
poilu,14.0
poinciana,12.0
poinsettia,8.0
point,2.0
pointe,12.0
pointed,4.0
pointer,6.0
pointillage,14.0
pointillist,12.0
pointless,6.0
pointy,2.0
poise,6.0
poised,8.0
poison,4.0
poisonous,6.0
poke,4.0
poker,4.0
pokeweed,13.0
pokey,12.0
poky,6.0
polar,8.0
polarity,12.0
polarization,14.0
polarize,13.0
Polaroid,6.0
polder,12.0
pole,2.0
polecat,14.0
polemic,14.0
polemical,13.0
polemics,14.0
polenta,14.0
poles,12.0
polestar,12.0
police,2.0
policeman,2.0
policewomen,2.0
policy,6.0
policyholder,8.0
polio,4.0
poliomyelitis,13.0
polish,4.0
Politburo,14.0
polite,2.0
politeness,2.0
politic,14.0
political,6.0
politician,6.0
politico,13.0
politics,6.0
polity,14.0
polka,2.0
polkadots,2.0
poll,8.0
pollard,13.0
pollen,6.0
pollinate,6.0
pollination,6.0
polliwog,6.0
pollock,13.0
polls,6.0
pollster,10.0
pollute,6.0
polluted,6.0
